"Id","SalePrice"
1,205959.6502077
3,222030.707252688
7,260520.830670641
12,306384.690982786
15,150062.057139593
16,107270.956474239
22,115994.818145397
23,242124.28164001
26,250257.186374461
27,127677.849247012
33,182218.07994484
34,176445.349138998
35,230002.638371097
42,155808.773578889
43,146292.779213972
48,238372.196425893
53,114198.148407169
54,352727.488532463
55,132509.116536205
58,199747.004539772
59,359574.703231519
67,246058.637949637
71,272417.958248763
74,131908.343436022
78,114023.561455015
79,141127.758653776
81,225124.928215313
89,99778.3971956987
93,112192.157680227
95,208612.898351821
96,176477.53129014
99,92189.7682279861
103,132623.9466057
105,148889.066221696
109,101056.274919858
112,170410.069396299
113,362577.346568912
116,166342.146276149
117,131053.73266782
125,184800.425852964
129,147330.935549664
131,212655.041602913
139,245434.165653183
140,216000.707967482
145,164952.671239248
148,221920.99577521
151,131172.752403447
162,361777.646362713
164,96647.3923028323
173,214138.088921295
175,212766.050636544
177,235819.146817299
195,119336.905283243
197,302854.639816218
217,206755.819515087
223,168549.733835293
224,132909.491894513
229,119220.253226624
230,199488.316031362
233,110533.530046114
240,125344.492981586
243,99409.5029212836
244,135817.785093342
254,155641.348240422
271,275114.558464418
274,168622.354312355
275,125766.672015422
276,148304.47594389
287,178903.821722841
295,172556.437329407
300,133061.101604484
302,285767.327899697
307,255197.334223207
311,176644.343529746
315,144923.835646919
318,271113.032485087
321,318133.155826123
324,125032.705762016
332,124545.800367538
333,289264.407302911
348,171478.03185725
352,195847.663047755
354,99974.3140021336
356,172547.241623771
366,120156.366386748
371,186800.634038668
373,129443.43051595
377,148970.653087892
378,284532.511580798
383,216394.900897796
384,94757.8263340699
388,147759.48299712
392,227429.160312093
393,101173.786933219
395,105990.928425046
400,193965.551815558
402,187883.205074995
405,168539.085470971
406,177204.085636061
411,124802.44062664
414,109522.843762464
420,139722.596854917
423,126308.712937965
427,258833.052944921
428,114248.246802544
433,136688.746137361
434,181225.042391879
438,98009.4820420249
439,89481.0591311008
443,130577.34640379
446,163407.171551037
447,201508.862540492
451,94628.8475788423
452,238655.13116169
465,114776.261886723
469,245793.529332517
472,210317.003203702
483,124316.627188588
487,140797.132250385
497,453548.841924535
501,120962.911884252
502,207818.242621514
508,184871.346378213
509,127977.879131776
516,311623.845715004
517,190756.760400597
526,180134.628853677
528,374352.064619242
532,113846.81619692
535,180775.461157322
537,196972.060199613
538,133750.803876731
539,150927.267270317
540,236266.904625091
541,292877.974046593
547,140676.42915805
555,281030.307796349
556,102947.417105166
557,147316.887857801
559,193334.162088095
561,162486.121112053
567,289943.487685008
569,257261.464785145
572,119827.527446264
573,215852.410746514
577,120209.490248803
582,332186.564377776
593,143105.992718194
594,147775.552608328
603,217959.885565612
604,151561.841193167
612,147039.53662677
613,233590.228597137
616,143125.326120346
625,188134.687243059
628,159407.596341205
631,110492.918658065
633,177772.585197022
635,147067.494454964
637,82783.7353280806
644,158099.844210849
645,249585.55762495
650,89272.372878437
653,194241.09317324
654,111228.450239631
658,127017.858911139
663,172967.386527295
670,108563.461114562
680,127585.705714741
698,119280.6781847
699,134391.054781682
704,135135.219674513
708,209850.132042846
722,147914.103484351
723,122053.095760488
731,222521.205774954
736,132142.988805207
742,123963.486219485
744,165863.486594623
745,192053.909377234
758,162379.840603583
759,158227.760001954
761,111980.554316371
762,112271.161851168
773,147573.154746107
776,161959.092856904
787,125304.506882497
790,190057.463091625
791,167963.367882736
794,204980.267311293
795,197255.717553961
796,173133.900349549
797,153106.028903566
803,187726.139498367
804,410243.532620756
806,199233.876639803
807,128523.964272204
812,155191.860591912
818,269329.58089991
821,188285.527091561
831,173038.483268873
834,164947.161914805
835,134419.044475914
839,157127.88382581
843,141819.938596618
846,187550.282554327
852,186304.933050265
854,170903.767095158
857,138968.007855053
869,174362.550912078
871,108009.585211737
873,121404.613160458
874,129375.297999081
875,100983.716956063
877,147843.323716293
878,294232.379030238
883,178890.884771951
884,137415.176026794
887,174939.5617429
896,163023.677015306
897,103170.329052697
899,368361.38537475
900,126952.070872203
908,184466.941648147
914,165445.119404801
917,89124.7553008718
924,201229.153979105
925,215564.020947833
926,158389.933083836
927,276160.834958388
930,229799.89669405
933,262405.278776095
939,249002.987621235
943,148070.478479572
945,170637.76342631
954,188270.998508294
958,128424.26619652
960,163485.654451152
963,154917.166657049
965,217711.04447832
969,79664.8370925423
973,122306.725556059
974,188766.401749801
975,155094.086612972
976,166221.748855847
986,116850.050654
994,178125.526494756
997,128474.140937586
999,101828.274007482
1002,85148.9747480396
1006,136352.430681144
1007,188730.20364698
1009,257198.595289212
1014,95218.2818265798
1019,171158.083851637
1022,193761.878715816
1024,195714.208275753
1027,154230.11349114
1039,107787.770956699
1043,205308.420058569
1045,311358.908968251
1048,153195.995907037
1049,147779.366573066
1051,178006.353415113
1060,156473.771192707
1061,190653.526401668
1065,146604.299249201
1074,153539.431323499
1077,154495.478887876
1078,138020.107960777
1079,154981.831750714
1081,169363.967203448
1084,150386.906831612
1085,180637.884154254
1088,268400.148286966
1093,159521.603045118
1095,122990.028517416
1098,145141.304988354
1105,121043.238420412
1111,185910.871197653
1113,109042.247749524
1115,107113.091883156
1126,127089.378975416
1128,229176.436080263
1131,173762.568350838
1132,118934.97424746
1138,79226.0371504373
1146,121389.480650002
1149,105094.640733186
1160,189845.242416817
1163,124934.938086615
1165,187004.26855889
1167,241927.034823663
1172,164063.896970374
1173,161836.119351462
1175,178255.200397692
1177,133688.265672804
1178,99264.3740608738
1180,100053.888886015
1181,243699.089019794
1182,236175.201268342
1184,133701.028719259
1186,119339.548129171
1189,192741.534910809
1190,198091.209660638
1191,244353.214533802
1198,128435.038588292
1201,112307.641901735
1207,122132.993705732
1209,135214.270118669
1212,189735.386628985
1215,123825.250427522
1222,131866.564469561
1229,307456.021964928
1230,139982.632657561
1232,137891.76051245
1237,173119.885994416
1250,110909.493051284
1255,191876.620250313
1260,147713.89572957
1270,133178.234622497
1274,153948.430013971
1286,118285.663190708
1289,215451.9701412
1291,159403.673528206
1297,151623.695132543
1301,221959.215452883
1302,146715.076867181
1312,197412.301400386
1313,327121.531844444
1333,103548.859516256
1334,120405.719759379
1336,165384.243021655
1340,119520.568243545
1343,251699.393353317
1347,226923.550870799
1348,258420.221830031
1349,224256.427754616
1350,111768.230395526
1361,188762.1286828
1362,224786.416579382
1364,170539.813096753
1377,89274.3131427878
1380,163761.898633311
1383,140924.588665296
1389,282223.077068036
1393,124046.507704543
1404,238505.08278058
1405,128720.629733687
1407,118967.479199233
1409,115872.196799558
1410,231609.759291016
1411,212656.737615533
1416,220332.042733933
1420,220500.84999149
1422,142962.890999556
1427,247571.942858503
1429,109954.424546149
1430,186910.498861208
1444,94970.2822485411
1447,143143.770657658
1449,105981.505857975
1453,145954.437981886
1455,171110.17080791
1458,182773.677872914
