"Id","SalePrice"
1,205368.74730958
3,216446.703427476
7,267904.006936351
12,377301.61594505
15,147097.177252298
16,137442.734190393
22,115489.896307371
23,227217.445471073
26,268892.871355423
27,137710.705350729
33,196423.199806101
34,170202.933755335
35,289955.658956636
42,173831.40938748
43,152004.428712015
48,249382.294121681
53,109991.946834435
54,348162.637166625
55,126210.305696148
58,187371.451326486
59,473703.03671365
67,276464.931554755
71,269451.065688564
74,134142.569285862
78,123486.265291029
79,115307.431554696
81,200344.688683917
89,36321.9510590148
93,130132.579690416
95,187118.497292811
96,189421.312988683
99,83563.9749087688
103,109425.935541523
105,165245.284818154
109,103378.934996427
112,182630.815537136
113,342870.172420013
116,164110.72588761
117,110921.969535763
125,153870.934590478
129,146247.889667426
131,215459.240190188
139,238094.305445195
140,189173.144669967
145,124381.401063888
148,214051.694933
151,144183.032806981
162,424127.303262371
164,102928.698879885
173,219139.453729585
175,197559.043926258
177,217257.181683148
195,126209.688575498
197,300995.001697959
217,208268.272976342
223,166094.025963768
224,119382.880895198
229,109242.457061139
230,189618.047823278
233,94811.4324689174
240,122826.82490914
243,97865.8880371543
244,134935.176037583
254,194233.243936786
271,275231.38442398
274,159986.925772775
275,131902.548493268
276,178260.131265148
287,167734.752969235
295,163724.74436626
300,156147.165901532
302,278565.94661277
307,237316.042158889
311,169240.131742945
315,170521.230365157
318,264752.921616258
321,382183.134363803
324,124369.864923054
332,133294.526823299
333,348402.714318703
348,185744.574316814
352,198209.703900229
354,106062.079208744
356,163082.454127248
366,123358.534541547
371,176492.205197155
373,125230.532997266
377,141515.336954726
378,273276.061431396
383,194790.762304112
384,84160.2300922875
388,134072.83653667
392,209976.034196213
393,105575.484070457
395,123709.229860237
400,196314.349411626
402,193035.403860221
405,165491.894653964
406,151807.957521023
411,122224.897449059
414,99276.79814765
420,135028.144941741
423,124398.593759645
427,259598.61303922
428,119340.717683278
433,122148.355568733
434,181369.268571647
438,114010.714278326
439,100886.179707157
443,152903.165817116
446,145743.16005366
447,253125.395938112
451,101253.689165082
452,257096.97636082
465,122305.685555415
469,254993.512938956
472,198483.48575916
483,187158.399082935
487,163638.194672657
497,430555.685868589
501,106493.523551053
502,207560.365000491
508,181390.205243952
509,175163.037470034
516,426277.157612474
517,170090.724992625
526,194145.422602374
528,439488.674633788
532,116279.715244909
535,188271.144634008
537,189879.875887072
538,126280.029816776
539,138537.426428627
540,256116.724066606
541,330478.694453088
547,188688.120020659
555,283057.245590386
556,114600.764150859
557,140181.914446952
559,200210.205278932
561,177102.762641295
567,369263.419242253
569,286590.5046027
572,118781.382606267
573,208138.958552097
577,150846.432368137
582,373292.805979165
593,158154.754322755
594,138157.224412886
603,210417.467900436
604,157513.342895898
612,151504.997051949
613,260099.010977968
616,144102.578684764
625,174047.463780613
628,178261.58822195
631,108348.250802289
633,184795.386563335
635,125742.83235778
637,41762.751636591
644,149235.101700906
645,341689.302052885
650,77755.1294251576
653,186328.339493766
654,130240.027096485
658,166942.711311307
663,101254.591170124
670,106683.753232248
680,126446.946582578
698,131255.710141821
699,117647.025505015
704,119027.808850312
708,230277.424745199
722,138900.290288498
723,127887.5171038
731,257774.72004787
736,152109.624444317
742,127604.250286518
744,148849.993254144
745,220782.123915116
758,143689.386302487
759,167190.786633453
761,123361.935568476
762,97843.3012872206
773,127417.333110233
776,151434.898237795
787,128275.035319772
790,203072.638370323
791,163252.958890917
794,222370.715671366
795,190516.397407348
796,168091.646668552
797,151277.676114355
803,189215.706470755
804,472898.137275347
806,214315.093063643
807,134794.979445189
812,168829.180098418
818,274057.080941164
821,188479.840754707
831,182019.381977801
834,152541.248547114
835,135235.698159073
839,157378.334663362
843,174531.803347298
846,165650.297747155
852,196451.429549516
854,163956.567119555
857,144643.834550158
869,143359.800385256
871,104921.237760751
873,132311.716290355
874,83613.7537840031
875,99331.619749855
877,153302.553179883
878,375746.096087452
883,166910.391803242
884,110382.758918927
887,160400.023858107
896,155961.923392372
897,86827.1946320759
899,490156.949257765
900,128301.815914619
908,219038.982058883
914,158036.315518906
917,38995.4225891377
924,183529.490154766
925,203519.964324437
926,169190.934454211
927,302357.093692594
930,212938.692454679
933,280317.551110982
939,244889.520966285
943,107230.392225668
945,190976.795592635
954,156264.914131464
958,130568.894347628
960,162967.866876332
963,163769.233265851
965,220281.279689963
969,64827.924693587
973,128547.40810015
974,215111.375341459
975,130064.247492413
976,165487.244107879
986,124900.235138226
994,174556.55893885
997,125396.644931025
999,68616.7899828302
1002,94899.7989855761
1006,147440.778889405
1007,167502.034372128
1009,220859.928807218
1014,68780.4279272697
1019,170868.373718019
1022,205001.790115364
1024,189053.747158766
1027,136786.187268754
1039,89917.5266966019
1043,190578.241891351
1045,333938.122525775
1048,147770.963917609
1049,122813.81967418
1051,180691.746786917
1060,194848.533974098
1061,236268.847828172
1065,154023.918655561
1074,138109.310289326
1077,172069.902541043
1078,134924.664645989
1079,143051.606806761
1081,179117.900934459
1084,150019.591478499
1085,179133.844083549
1088,264961.603182524
1093,175823.457697065
1095,136773.631192833
1098,175831.39156904
1105,110976.348925496
1111,183019.198897093
1113,125376.449012422
1115,123835.974925604
1126,106960.398713531
1128,258942.632190545
1131,147392.33733091
1132,105070.253696912
1138,91809.2433319077
1146,132008.634928244
1149,123207.257742997
1160,193792.669409576
1163,122561.885206209
1165,193720.774830614
1167,220207.296436273
1172,172496.324668273
1173,160713.230413684
1175,216367.201763697
1177,122619.833977424
1178,108618.668091248
1180,91971.8512180795
1181,216649.471329356
1182,278206.72114686
1184,140246.785624769
1186,124922.745833198
1189,178936.199736021
1190,193544.237514929
1191,180573.664214714
1198,140672.267648361
1201,103399.821416596
1207,125371.101167028
1209,128083.597966191
1212,201761.418399984
1215,118736.353746377
1222,119963.844623339
1229,376887.899396701
1230,153268.92165974
1232,151132.365480195
1237,164759.040436208
1250,119473.806340564
1255,173571.896879299
1260,158599.34162641
1270,136504.637906964
1274,176855.644152836
1286,132592.348656916
1289,257603.13161763
1291,158705.903489222
1297,161039.673822601
1301,225612.021599568
1302,149432.609547603
1312,204989.180036664
1313,325958.267730525
1333,113854.919366306
1334,127834.574835335
1336,168543.163370792
1340,136299.227216875
1343,236144.571680654
1347,283045.507958613
1348,289737.836479061
1349,242508.30255443
1350,130613.510875193
1361,207321.387660879
1362,280720.681562582
1364,167719.094930403
1377,86973.0843745022
1380,157296.739215224
1383,156340.986460094
1389,329680.156179862
1393,114025.423378068
1404,239081.866073511
1405,103411.898115022
1407,127646.942156693
1409,125811.136992759
1410,203605.072126346
1411,212786.760756833
1416,210266.240785575
1420,224905.967358784
1422,140955.71599749
1427,250755.639359709
1429,103387.394400448
1430,188933.61031864
1444,74857.6378022948
1447,141015.530661301
1449,106303.479246681
1453,133875.903778833
1455,189695.460133464
1458,284910.224421266
